	s176	s184	s193	s237	s325	REF_GCF_000012825	REF_GCF_000178195	REF_GCF_000273295	REF_GCF_000403235	REF_GCF_000699705	REF_GCF_000699845	REF_GCF_000699865	REF_GCF_001404375	REF_GCF_001405155	REF_GCF_001406315	REF_GCF_001412315	REF_GCF_001640865	REF_GCF_900109635
g006751	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006752	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006753	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006754	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006755	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006756	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006757	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006758	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006759	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006760	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006761	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006762	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006763	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006764	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006765	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006766	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006767	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006768	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006769	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006770	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006771	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
g006772	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0
g006773	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0
g006774	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006775	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006776	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006777	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006778	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006779	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006780	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006781	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006782	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006783	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006784	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006785	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006786	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006787	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006788	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006789	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006790	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006791	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006792	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006793	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006794	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006795	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006796	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006797	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006798	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006799	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006800	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006801	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006802	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006803	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006805	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006806	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006807	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006809	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006810	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006811	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
g006812	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0
g006813	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006814	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006815	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006816	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006817	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006818	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
g006819	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006820	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006821	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
g006822	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006823	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
g006824	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1
g006825	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1
g006826	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1
g006827	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1
g006828	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
g006829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006830	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006831	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0
g006832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006833	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
g006834	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
g006835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006836	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006837	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
g006838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g006839	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006840	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006841	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006842	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g006843	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006844	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006845	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006846	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006847	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006848	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006850	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g006851	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006852	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006853	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006854	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0
g006855	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006856	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006857	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006858	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006859	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006860	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006861	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
g006862	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
g006863	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006864	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006865	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006866	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006867	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006868	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006869	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006870	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006871	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006872	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006873	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006874	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006875	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006876	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006877	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006878	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006879	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006880	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006881	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006882	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006883	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0
g006884	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006885	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006886	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006887	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
g006888	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006889	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006890	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006891	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006892	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006893	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006894	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006895	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006896	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006897	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006898	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006899	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006900	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006901	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006902	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006903	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006905	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006906	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006907	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006908	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006909	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006910	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006911	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006912	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006913	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006914	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006915	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006916	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006917	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006918	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006919	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006920	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006921	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006922	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g006925	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g006926	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006928	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006929	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006930	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g006931	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g006932	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g006933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006934	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
g006935	1	1	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0
g006936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006937	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006940	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
g006941	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006942	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
g006943	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g006944	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006946	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006947	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006948	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006949	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006950	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
g006951	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006952	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006953	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g006954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006955	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0
g006956	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0
g006957	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
g006958	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006959	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
g006960	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1
g006961	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006962	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006963	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006964	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g006965	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1
g006966	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0
g006967	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
g006968	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0
g006969	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g006970	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g006971	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006972	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006973	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006974	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g006975	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006976	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
g006977	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006978	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006979	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006980	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006981	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006982	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006983	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006984	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006985	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006986	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006987	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006988	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006989	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006990	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006991	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006992	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006993	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006994	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006995	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006996	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006997	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006998	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g006999	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007002	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007003	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007004	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007005	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
g007006	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007007	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007008	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007009	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0
g007010	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0
g007011	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g007012	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0
g007013	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g007014	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0
g007015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007017	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
g007018	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
g007019	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g007020	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0
g007021	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007022	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007023	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007025	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007027	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007028	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007029	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007030	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007031	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007032	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007033	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007034	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007035	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007036	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007037	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007038	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007039	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007040	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007041	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007042	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g007043	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
g007044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g007046	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007047	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007051	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007052	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0
g007053	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007054	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007055	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
g007056	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007057	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
g007058	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
g007059	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
g007060	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007061	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007062	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007063	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007065	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
g007066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007067	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0
g007068	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0
g007069	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007070	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007071	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007072	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007073	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007074	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007075	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007076	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0
g007077	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007078	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007079	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007080	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007081	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007082	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007083	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007084	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007085	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007086	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007087	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007088	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1
g007089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g007090	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g007091	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0
g007092	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
g007093	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1
g007094	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0
g007095	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
g007096	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1
